latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-35.4826,-71.6935,314.2,1.5,1.2,2015-01-02,0401,Terra,MODIS,89,6.2,289.1,26.1,N,0
-35.4858,-71.71,310.8,1.5,1.2,2015-01-02,0401,Terra,MODIS,81,6.2,288.7,21.1,N,0
-34.1023,-70.4548,304.1,1.9,1.4,2015-01-02,0402,Terra,MODIS,58,6.2,284.1,23.4,N,2
-34.1083,-70.4675,302.1,1.9,1.4,2015-01-02,0402,Terra,MODIS,47,6.2,284.7,19.8,N,2
-32.8025,-70.9461,303.5,1.5,1.2,2015-01-02,0538,Aqua,MODIS,55,6.2,286.9,14.2,N,2
-23.827,-70.3159,331.1,1,1,2015-01-02,1501,Terra,MODIS,72,6.2,314.4,11.8,D,2
-35.1181,-71.2828,313.7,1.2,1.1,2015-01-02,1504,Terra,MODIS,35,6.2,301.9,6.3,D,0
-37.2478,-73.3135,313.1,1,1,2015-01-02,1504,Terra,MODIS,50,6.2,301,7.1,D,2
-35.8538,-71.5873,314.5,1.2,1.1,2015-01-02,1504,Terra,MODIS,31,6.2,300.7,8.1,D,2
-36.7142,-72.9745,310,1.1,1,2015-01-02,1504,Terra,MODIS,30,6.2,298.1,8.3,D,0
-35.8522,-71.6001,314.2,1.2,1.1,2015-01-02,1504,Terra,MODIS,34,6.2,301.3,7.4,D,2
-37.1663,-72.0658,316.1,1.1,1.1,2015-01-02,1504,Terra,MODIS,46,6.2,303.7,9.8,D,0
-37.6139,-73.6503,307,1,1,2015-01-02,1504,Terra,MODIS,30,6.2,294.7,5.3,D,0
-36.4249,-71.9632,314,1.1,1.1,2015-01-02,1504,Terra,MODIS,35,6.2,300.7,6.7,D,2
-37.0403,-73.1376,312.6,1.1,1,2015-01-02,1504,Terra,MODIS,0,6.2,301.4,9.8,D,0
-36.4265,-71.9506,314.1,1.1,1.1,2015-01-02,1504,Terra,MODIS,29,6.2,301.3,6.8,D,2
-37.4809,-73.3442,311.7,1,1,2015-01-02,1504,Terra,MODIS,25,6.2,297.5,7.8,D,2
-36.2837,-72.5419,313.7,1.1,1,2015-01-02,1504,Terra,MODIS,54,6.2,302.4,5,D,0
-37.7948,-72.4777,315,1.1,1.1,2015-01-02,1504,Terra,MODIS,63,6.2,303.4,9.7,D,0
-37.0878,-72.433,312.5,1.1,1,2015-01-02,1504,Terra,MODIS,33,6.2,300.9,5.7,D,0
-37.6299,-73.4604,307.9,1,1,2015-01-02,1504,Terra,MODIS,51,6.2,297.7,5.8,D,0
-36.6581,-72.4768,315.2,1.1,1,2015-01-02,1504,Terra,MODIS,43,6.2,305.1,8.8,D,0
-37.6684,-72.0182,309.8,1.2,1.1,2015-01-02,1504,Terra,MODIS,19,6.2,298.3,6.6,D,0
-38.7657,-72.7615,308.9,1.1,1.1,2015-01-02,1505,Terra,MODIS,26,6.2,297.7,3,D,0
-41.1164,-73.0578,303.7,1.1,1.1,2015-01-02,1505,Terra,MODIS,48,6.2,292,3.4,D,0
-39.2775,-71.9652,308.5,1.2,1.1,2015-01-02,1505,Terra,MODIS,14,6.2,296.8,6.6,D,0
-39.454,-72.7687,306.9,1.1,1.1,2015-01-02,1505,Terra,MODIS,52,6.2,295.2,5.2,D,0
-38.2406,-72.3311,310.1,1.1,1.1,2015-01-02,1505,Terra,MODIS,28,6.2,298.1,6.7,D,0
-41.2548,-73.0137,302.3,1.2,1.1,2015-01-02,1505,Terra,MODIS,35,6.2,290.6,3.4,D,0
-41.2661,-73.0018,301.3,1.2,1.1,2015-01-02,1505,Terra,MODIS,0,6.2,290.8,3,D,0
-39.2871,-72.2296,309.2,1.2,1.1,2015-01-02,1505,Terra,MODIS,32,6.2,296.1,6.7,D,0
-40.3359,-72.9536,305.3,1.1,1.1,2015-01-02,1505,Terra,MODIS,48,6.2,293,3.7,D,0
-38.7417,-72.9527,312.2,1.1,1,2015-01-02,1505,Terra,MODIS,31,6.2,300.4,5.7,D,0
-38.9827,-72.6443,310.6,1.1,1.1,2015-01-02,1505,Terra,MODIS,53,6.2,298.9,5.8,D,0
-38.2471,-72.6747,310.4,1.1,1,2015-01-02,1505,Terra,MODIS,47,6.2,299.5,5.2,D,0
-45.5749,-72.0579,307.7,1.4,1.2,2015-01-02,1506,Terra,MODIS,34,6.2,294.6,9.7,D,0
-45.4108,-72.6856,302.1,1.3,1.1,2015-01-02,1506,Terra,MODIS,15,6.2,290.8,6.8,D,0
-38.3518,-72.759,316.7,1.7,1.3,2015-01-02,1919,Aqua,MODIS,33,6.2,306.6,14.4,D,0
-34.088,-71.6972,376.9,2.5,1.5,2015-01-02,1920,Aqua,MODIS,100,6.2,319.1,505.7,D,0
-33.8912,-71.215,328.7,2.8,1.6,2015-01-02,1920,Aqua,MODIS,76,6.2,310.2,66.4,D,0
-33.903,-71.2189,334.2,2.8,1.6,2015-01-02,1920,Aqua,MODIS,82,6.2,308.8,99.3,D,0
-34.0858,-71.665,371.6,2.6,1.5,2015-01-02,1920,Aqua,MODIS,100,6.2,308.4,427.6,D,0
-34.0917,-71.6912,396.5,2.5,1.5,2015-01-02,1920,Aqua,MODIS,100,6.2,323.1,863.7,D,0
-34.0958,-71.6667,369.8,2.6,1.5,2015-01-02,1920,Aqua,MODIS,100,6.2,307.2,405.6,D,0
-34.0994,-71.6603,347,2.6,1.5,2015-01-02,1920,Aqua,MODIS,92,6.2,302.9,168.5,D,0
-34.1016,-71.6931,362.5,2.5,1.5,2015-01-02,1920,Aqua,MODIS,100,6.2,316.3,318.9,D,0
-34.1054,-71.6872,357.3,2.5,1.5,2015-01-02,1920,Aqua,MODIS,98,6.2,311.9,260.5,D,0
-34.0823,-71.6712,375.9,2.6,1.5,2015-01-02,1920,Aqua,MODIS,100,6.2,310.9,489.2,D,0
-35.8744,-71.6108,324.9,1.5,1.2,2015-01-03,1824,Aqua,MODIS,56,6.2,309.7,19.9,D,0
-34.9671,-71.378,325.9,1.5,1.2,2015-01-03,1824,Aqua,MODIS,22,6.2,313,15.8,D,0
-34.9562,-71.3792,333.2,1.5,1.2,2015-01-03,1824,Aqua,MODIS,80,6.2,313.4,31.2,D,0
-36.4307,-71.9637,320.1,1.6,1.3,2015-01-03,1824,Aqua,MODIS,41,6.2,309.6,14.5,D,2
-35.8746,-71.6035,321.5,1.5,1.2,2015-01-03,1824,Aqua,MODIS,13,6.2,309.6,12,D,0
-33.5993,-70.7653,343,1.3,1.1,2015-01-03,1825,Aqua,MODIS,89,6.2,313.6,46.2,D,0
-34.1105,-70.4554,332.4,1.3,1.1,2015-01-03,1825,Aqua,MODIS,77,6.2,317.3,15.8,D,2
-33.6009,-70.7798,334.9,1.3,1.1,2015-01-03,1825,Aqua,MODIS,81,6.2,313,28.6,D,0
-22.3217,-68.8854,335.8,1,1,2015-01-03,1828,Aqua,MODIS,77,6.2,319.5,18,D,2
-38.1719,-72.4072,326.9,1,1,2015-01-04,0348,Terra,MODIS,100,6.2,285.7,28.2,N,0
-38.1736,-72.4187,338.7,1,1,2015-01-04,0348,Terra,MODIS,100,6.2,286.5,44.8,N,0
-33.9673,-70.6951,301.4,1.3,1.1,2015-01-04,0349,Terra,MODIS,41,6.2,288.9,7.4,N,0
-33.9697,-70.7086,307.7,1.3,1.1,2015-01-04,0349,Terra,MODIS,72,6.2,288.4,12.7,N,0
-33.9773,-70.6926,305.2,1.3,1.1,2015-01-04,0349,Terra,MODIS,57,6.2,288.9,10.2,N,0
-33.9796,-70.706,313.4,1.3,1.1,2015-01-04,0349,Terra,MODIS,87,6.2,289.1,18.1,N,0
-33.9658,-70.6968,304.4,2.1,1.4,2015-01-04,0526,Aqua,MODIS,60,6.2,286.9,21.9,N,0
-38.169,-72.4165,304.4,2.1,1.4,2015-01-04,0527,Aqua,MODIS,60,6.2,282.7,26.9,N,0
-38.1689,-72.4118,309.1,2.1,1.4,2015-01-04,0527,Aqua,MODIS,76,6.2,283.4,35.7,N,0
-33.9767,-70.7052,331.8,1,1,2015-01-04,1451,Terra,MODIS,80,6.2,311.7,16.9,D,0
-34.1131,-70.4562,328.9,1,1,2015-01-04,1451,Terra,MODIS,76,6.2,316.6,11.4,D,2
-34.1059,-70.4482,337.2,1,1,2015-01-04,1451,Terra,MODIS,85,6.2,314.2,21.4,D,2
-34.1043,-70.4591,342.7,1,1,2015-01-04,1451,Terra,MODIS,90,6.2,315.4,29.6,D,2
-35.1158,-71.2794,318.6,1,1,2015-01-04,1451,Terra,MODIS,43,6.2,306.2,6.5,D,0
-33.9783,-70.6944,325.2,1,1,2015-01-04,1451,Terra,MODIS,55,6.2,309.4,8.5,D,0
-36.4239,-71.959,318.2,1,1,2015-01-04,1452,Terra,MODIS,41,6.2,305.6,6.3,D,2
-37.2465,-73.3201,315.3,1,1,2015-01-04,1452,Terra,MODIS,53,6.2,302.8,7,D,2
-37.608,-73.6496,310.7,1,1,2015-01-04,1452,Terra,MODIS,33,6.2,298.5,6.1,D,0
-36.611,-72.9523,313,1,1,2015-01-04,1452,Terra,MODIS,14,6.2,302.8,6.7,D,0
-37.6295,-73.4584,312.8,1,1,2015-01-04,1452,Terra,MODIS,38,6.2,302,6.5,D,0
-38.9843,-72.6466,314.1,1,1,2015-01-04,1452,Terra,MODIS,53,6.2,302.3,4.9,D,0
-37.0344,-73.1346,314.3,1,1,2015-01-04,1452,Terra,MODIS,15,6.2,303.7,8.9,D,0
-38.2397,-72.3288,315.7,1,1,2015-01-04,1452,Terra,MODIS,31,6.2,303,6,D,0
-39.864,-72.8038,308.8,1,1,2015-01-04,1453,Terra,MODIS,60,6.2,298,4.7,D,0
-39.5383,-72.9524,310.1,1,1,2015-01-04,1453,Terra,MODIS,53,6.2,299.4,4.9,D,0
-39.4551,-72.7683,311,1,1,2015-01-04,1453,Terra,MODIS,40,6.2,299.8,4.9,D,0
-41.4769,-72.9889,311.1,1,1,2015-01-04,1453,Terra,MODIS,38,6.2,295,5.8,D,0
-41.4787,-72.9769,312.7,1,1,2015-01-04,1453,Terra,MODIS,52,6.2,294.7,7.2,D,0
-39.3646,-72.6319,310.6,1,1,2015-01-04,1453,Terra,MODIS,32,6.2,300.5,5.7,D,0
-39.2951,-72.2246,313,1,1,2015-01-04,1453,Terra,MODIS,42,6.2,299.8,5.5,D,0
-39.3663,-72.6203,310.9,1,1,2015-01-04,1453,Terra,MODIS,54,6.2,299.9,5.5,D,0
-38.7427,-72.9514,315.7,1.2,1.1,2015-01-04,1906,Aqua,MODIS,45,6.2,304.4,6.4,D,0
-38.0307,-72.4744,331.7,1.3,1.1,2015-01-04,1906,Aqua,MODIS,73,6.2,312.8,22,D,0
-37.2726,-72.964,343.4,1.2,1.1,2015-01-04,1907,Aqua,MODIS,90,6.2,305.9,53.8,D,0
-37.2702,-72.9501,323.6,1.2,1.1,2015-01-04,1907,Aqua,MODIS,68,6.2,305,15.7,D,0
-22.3142,-68.886,301.9,1.7,1.3,2015-01-05,0257,Terra,MODIS,45,6.2,276.1,19,N,2
-34.1013,-70.453,318.4,1.2,1.1,2015-01-05,0609,Aqua,MODIS,97,6.2,287.3,25.6,N,2
-38.026,-72.4088,300.5,1.1,1.1,2015-01-05,0610,Aqua,MODIS,30,6.2,286.5,7.5,N,0
-37.466,-72.367,315,3,1.7,2015-01-05,1535,Terra,MODIS,54,6.2,300.1,31.6,D,0
-31.9934,-70.5459,392.9,1.8,1.3,2015-01-05,1813,Aqua,MODIS,100,6.2,317.3,483.5,D,0
-34.109,-70.4625,309.4,1,1,2015-01-06,0337,Terra,MODIS,77,6.2,287,10.8,N,2
-34.1074,-70.4517,308.9,1,1,2015-01-06,0337,Terra,MODIS,76,6.2,288.5,10.7,N,2
-22.3132,-68.8883,327.9,1.4,1.2,2015-01-06,1436,Terra,MODIS,38,6.2,311.5,13,D,2
-33.9747,-70.7013,321.8,1.2,1.1,2015-01-06,1439,Terra,MODIS,57,6.2,307,8.4,D,0
-37.6078,-73.653,305.7,1.4,1.2,2015-01-06,1440,Terra,MODIS,21,6.2,294.1,7.3,D,0
-39.2749,-71.9708,305.3,1.1,1.1,2015-01-06,1440,Terra,MODIS,9,6.2,292.1,4.3,D,0
-37.0838,-73.149,310.7,1.3,1.1,2015-01-06,1440,Terra,MODIS,0,6.2,299.1,9,D,0
-36.9701,-72.9325,313.1,1.3,1.1,2015-01-06,1440,Terra,MODIS,24,6.2,302,11.2,D,0
-37.0355,-72.3976,314.2,1.2,1.1,2015-01-06,1440,Terra,MODIS,33,6.2,300.7,6.3,D,0
-39.3702,-72.6226,307.5,1.2,1.1,2015-01-06,1440,Terra,MODIS,37,6.2,297.2,6.3,D,0
-37.2486,-73.3209,309.8,1.4,1.2,2015-01-06,1440,Terra,MODIS,45,6.2,299,7.6,D,2
-39.2941,-72.2263,310,1.1,1.1,2015-01-06,1440,Terra,MODIS,45,6.2,297.2,6.1,D,0
-38.0137,-72.4432,326,1,1,2015-01-06,1854,Aqua,MODIS,61,6.2,310.8,13.8,D,0
-38.1349,-73.3959,324.4,1,1,2015-01-06,1854,Aqua,MODIS,65,6.2,303.4,13.4,D,0
-34.7521,-71.6792,394,1.1,1.1,2015-01-06,1855,Aqua,MODIS,100,6.2,317.7,239,D,0
-38.2595,-73.4821,319.8,1.9,1.4,2015-01-07,0419,Terra,MODIS,99,6.2,282.5,55.1,N,0
-37.8229,-73.2513,338.5,2,1.4,2015-01-07,0419,Terra,MODIS,100,6.2,285.3,125,N,0
-37.8282,-73.276,321.6,2,1.4,2015-01-07,0419,Terra,MODIS,100,6.2,284.7,62.8,N,0
-32.8033,-70.9492,322.1,1,1,2015-01-07,0556,Aqua,MODIS,100,6.2,285,23.1,N,2
-34.1097,-70.4473,307.3,1,1,2015-01-07,0557,Aqua,MODIS,71,6.2,285.8,9.8,N,2
-34.1082,-70.4582,307.6,1,1,2015-01-07,0557,Aqua,MODIS,72,6.2,285.8,9.8,N,2
-34.1007,-70.4456,307.3,1,1,2015-01-07,0557,Aqua,MODIS,60,6.2,286.4,9.4,N,2
-34.0991,-70.4565,311.7,1,1,2015-01-07,0557,Aqua,MODIS,83,6.2,285,12.4,N,2
-37.8269,-73.2448,334.2,1,1,2015-01-07,0558,Aqua,MODIS,100,6.2,287.2,38.5,N,0
-38.2601,-73.4825,310.5,1,1,2015-01-07,0558,Aqua,MODIS,80,6.2,281.6,13,N,0
-38.262,-73.4707,348.7,1,1,2015-01-07,0558,Aqua,MODIS,100,6.2,285.4,65.4,N,0
-38.2529,-73.4684,312,1,1,2015-01-07,0558,Aqua,MODIS,84,6.2,284,14.5,N,0
-37.8251,-73.2564,359.1,1,1,2015-01-07,0558,Aqua,MODIS,100,6.2,288.5,89.9,N,0
-33.6241,-70.6545,320.1,2.3,1.5,2015-01-07,1522,Terra,MODIS,56,6.2,301.4,25.2,D,0
-33.6859,-70.8371,314.8,2.2,1.4,2015-01-07,1522,Terra,MODIS,62,6.2,298.4,21.2,D,0
-37.4753,-73.3444,310.7,1.7,1.3,2015-01-07,1523,Terra,MODIS,37,6.2,298.1,16.1,D,2
-38.2663,-73.4711,312.1,1.7,1.3,2015-01-07,1523,Terra,MODIS,52,6.2,291.9,19.7,D,0
-38.2329,-73.4473,332.8,1.7,1.3,2015-01-07,1523,Terra,MODIS,74,6.2,294.4,65.4,D,0
-37.0349,-72.4001,314.8,1.9,1.4,2015-01-07,1523,Terra,MODIS,40,6.2,302.3,15.1,D,0
-37.9331,-72.75,315.6,1.6,1.2,2015-01-08,0324,Terra,MODIS,92,6.2,289.2,29.5,N,0
-38.2718,-73.377,312.2,1.7,1.3,2015-01-08,0324,Terra,MODIS,84,6.2,283.7,29.7,N,0
-38.2649,-73.3837,306.4,1.7,1.3,2015-01-08,0324,Terra,MODIS,68,6.2,282.2,22.2,N,0
-37.831,-73.2373,302.5,1.7,1.3,2015-01-08,0324,Terra,MODIS,50,6.2,282.7,16.2,N,0
-38.2354,-73.4506,311.2,1.7,1.3,2015-01-08,0324,Terra,MODIS,82,6.2,282.9,30,N,0
-37.9348,-72.7673,301.9,1.6,1.2,2015-01-08,0324,Terra,MODIS,45,6.2,288,11.6,N,0
-38.0371,-72.4183,309.4,1.5,1.2,2015-01-08,0324,Terra,MODIS,77,6.2,286.8,20.7,N,0
-35.7118,-71.7969,300.2,1.3,1.1,2015-01-08,0325,Terra,MODIS,22,6.2,289.5,6.4,N,0
-34.1042,-70.4562,318.6,1.1,1,2015-01-08,0325,Terra,MODIS,97,6.2,285.4,22,N,2
-34.109,-70.4585,328.3,1.6,1.3,2015-01-08,1427,Terra,MODIS,75,6.2,310.9,23.3,D,2
-38.2733,-73.3688,316.1,1.9,1.4,2015-01-08,1428,Terra,MODIS,66,6.2,294.8,33.4,D,0
-41.4685,-73.0469,322.2,1.2,1.1,2015-01-08,1841,Aqua,MODIS,66,6.2,296.4,21.6,D,0
-37.9251,-72.8116,331.3,1.1,1.1,2015-01-08,1842,Aqua,MODIS,79,6.2,306.2,21.7,D,0
-37.9236,-72.7992,407.9,1.1,1.1,2015-01-08,1842,Aqua,MODIS,100,6.2,311.9,341.9,D,0
-37.7918,-72.4719,321.5,1.1,1,2015-01-08,1842,Aqua,MODIS,32,6.2,311.1,8.7,D,0
-37.7896,-73.125,317.9,1.1,1.1,2015-01-08,1842,Aqua,MODIS,67,6.2,295.2,16.5,D,0
-37.9347,-72.81,340.5,1.1,1.1,2015-01-08,1842,Aqua,MODIS,90,6.2,306.9,38.2,D,0
-37.9332,-72.7975,413.9,1.1,1.1,2015-01-08,1842,Aqua,MODIS,100,6.2,318.1,393.3,D,0
-37.9316,-72.7846,325.9,1.1,1.1,2015-01-08,1842,Aqua,MODIS,67,6.2,311.8,13.6,D,0
-39.2821,-72.8906,344,1.2,1.1,2015-01-08,1842,Aqua,MODIS,93,6.2,299.2,58.2,D,0
-38.0361,-72.4228,327.7,1.1,1,2015-01-08,1842,Aqua,MODIS,63,6.2,307.7,17.8,D,0
-38.0377,-72.4353,328.2,1.1,1,2015-01-08,1842,Aqua,MODIS,64,6.2,308.7,16.4,D,0
-37.8328,-73.2402,314.8,1.2,1.1,2015-01-08,1842,Aqua,MODIS,54,6.2,300.4,12.8,D,0
-38.0267,-72.4247,371.8,1.1,1,2015-01-08,1842,Aqua,MODIS,100,6.2,309,125.7,D,0
-37.7911,-73.1384,313.9,1.1,1.1,2015-01-08,1842,Aqua,MODIS,57,6.2,298.1,12.3,D,0
-38.2661,-73.4798,314.8,1.2,1.1,2015-01-08,1842,Aqua,MODIS,53,6.2,295.3,12.9,D,0
-38.0283,-72.4372,342.8,1.1,1,2015-01-08,1842,Aqua,MODIS,91,6.2,309,40,D,0
-38.0393,-72.4478,334.5,1.1,1,2015-01-08,1842,Aqua,MODIS,85,6.2,308,24,D,0
-36.4285,-71.9584,323.3,1,1,2015-01-08,1842,Aqua,MODIS,36,6.2,310.7,8.4,D,2
-37.5908,-72.5933,320.5,1.1,1,2015-01-08,1842,Aqua,MODIS,45,6.2,307.6,8.3,D,0
-39.1053,-72.6745,315.6,1.1,1.1,2015-01-08,1842,Aqua,MODIS,55,6.2,304.3,8.6,D,0
-37.7197,-72.2403,321.5,1.1,1,2015-01-08,1842,Aqua,MODIS,49,6.2,309.4,7.3,D,0
-39.2805,-72.8773,410.2,1.2,1.1,2015-01-08,1842,Aqua,MODIS,100,6.2,310.9,391.5,D,0
-39.2708,-72.8797,316.4,1.2,1.1,2015-01-08,1842,Aqua,MODIS,66,6.2,300.5,14,D,0
-33.602,-70.6357,335.4,1,1,2015-01-08,1843,Aqua,MODIS,76,6.2,317.2,14.6,D,0
-33.1799,-71.5182,401.2,1,1,2015-01-08,1843,Aqua,MODIS,94,6.2,314.9,247.5,D,0
-33.1904,-71.5271,328.5,1,1,2015-01-08,1843,Aqua,MODIS,65,6.2,311,15.9,D,0
-33.1814,-71.5289,373.9,1,1,2015-01-08,1843,Aqua,MODIS,100,6.2,311.8,117.8,D,0
-39.275,-72.8945,303.9,1.3,1.1,2015-01-09,0407,Terra,MODIS,58,6.2,283.4,12.1,N,0
-38.039,-72.4484,300.7,1.5,1.2,2015-01-09,0407,Terra,MODIS,32,6.2,284.3,11,N,0
-39.272,-72.8784,338.4,1.3,1.1,2015-01-09,0407,Terra,MODIS,100,6.2,285,67.3,N,0
-39.2825,-72.8761,325,1.3,1.1,2015-01-09,0407,Terra,MODIS,100,6.2,284.3,39.1,N,0
-39.2795,-72.8602,302.2,1.3,1.2,2015-01-09,0407,Terra,MODIS,47,6.2,283.4,10.8,N,0
-38.2444,-73.0346,301.6,1.4,1.2,2015-01-09,0407,Terra,MODIS,43,6.2,282.5,12.2,N,0
-38.1614,-72.4221,306.9,1.5,1.2,2015-01-09,0407,Terra,MODIS,70,6.2,282.4,18.5,N,0
-38.1721,-72.4184,309.2,1.5,1.2,2015-01-09,0407,Terra,MODIS,77,6.2,282.6,21.5,N,0
-37.9195,-72.7955,309.8,1.4,1.2,2015-01-09,0407,Terra,MODIS,78,6.2,286.1,19.8,N,0
-37.9173,-72.8021,304.3,1.4,1.2,2015-01-09,0407,Terra,MODIS,57,6.2,285.5,12.7,N,0
-22.3171,-68.8802,316.5,1.4,1.2,2015-01-09,0541,Aqua,MODIS,93,6.2,281.6,29.8,N,2
-26.4341,-69.4719,312.2,1.3,1.1,2015-01-09,0543,Aqua,MODIS,84,6.2,279.9,22.6,N,0
-32.8222,-71.5192,301.9,1.3,1.1,2015-01-09,0544,Aqua,MODIS,45,6.2,286.6,10.5,N,0
-34.1012,-70.4487,304.8,1.1,1.1,2015-01-09,0545,Aqua,MODIS,62,6.2,286,10.5,N,2
-39.272,-72.8831,315.6,1.2,1.1,2015-01-09,0546,Aqua,MODIS,91,6.2,283.9,21.3,N,0
-38.0399,-72.4403,311.8,1.2,1.1,2015-01-09,0546,Aqua,MODIS,83,6.2,284.6,17.6,N,0
-39.2745,-72.8691,344.2,1.2,1.1,2015-01-09,0546,Aqua,MODIS,100,6.2,285.9,70.1,N,0
-39.2769,-72.8556,304.1,1.2,1.1,2015-01-09,0546,Aqua,MODIS,58,6.2,283.3,11.3,N,0
-37.9246,-72.7938,302.2,1.2,1.1,2015-01-09,0546,Aqua,MODIS,48,6.2,284.3,10.5,N,0
-22.3165,-68.8812,331.3,1.3,1.1,2015-01-09,1506,Terra,MODIS,69,6.2,312.6,22.8,D,2
-37.1657,-72.0674,317.4,1.3,1.1,2015-01-09,1510,Terra,MODIS,28,6.2,305.9,11.3,D,0
-37.2463,-73.32,312.9,1.2,1.1,2015-01-09,1510,Terra,MODIS,42,6.2,301.1,7,D,2
-35.5961,-71.7289,316,1.3,1.1,2015-01-09,1510,Terra,MODIS,37,6.2,304,7.8,D,0
-37.0834,-73.1554,313.7,1.2,1.1,2015-01-09,1510,Terra,MODIS,0,6.2,300.5,8.4,D,0
-36.4212,-71.9646,314.7,1.3,1.1,2015-01-09,1510,Terra,MODIS,26,6.2,302.4,8,D,2
-36.4229,-71.9497,314.6,1.3,1.1,2015-01-09,1510,Terra,MODIS,25,6.2,303.5,8,D,2
-34.1986,-70.6599,347,1.5,1.2,2015-01-09,1510,Terra,MODIS,93,6.2,307,77.9,D,0
-34.2003,-70.6443,344.9,1.5,1.2,2015-01-09,1510,Terra,MODIS,91,6.2,309.4,72.4,D,0
-38.1612,-72.4116,370.7,1.3,1.1,2015-01-09,1511,Terra,MODIS,100,6.2,299.6,173.2,D,0
-38.0571,-72.4337,317.8,1.3,1.1,2015-01-09,1511,Terra,MODIS,48,6.2,303.1,12.5,D,0
-38.0452,-72.4469,360.3,1.3,1.1,2015-01-09,1511,Terra,MODIS,100,6.2,306.1,117.3,D,0
-37.4779,-73.3404,312.7,1.2,1.1,2015-01-09,1511,Terra,MODIS,45,6.2,298.6,9.3,D,2
-38.0435,-72.4618,328,1.3,1.1,2015-01-09,1511,Terra,MODIS,71,6.2,304.9,25.9,D,0
-37.614,-73.6481,307.7,1.1,1.1,2015-01-09,1511,Terra,MODIS,40,6.2,296.1,5.8,D,0
-38.0555,-72.4487,331.9,1.3,1.1,2015-01-09,1511,Terra,MODIS,84,6.2,301.4,35.6,D,0
-39.2717,-72.8855,340,1.3,1.1,2015-01-09,1511,Terra,MODIS,91,6.2,296.4,60.6,D,0
-38.2406,-72.3224,312.4,1.3,1.1,2015-01-09,1511,Terra,MODIS,29,6.2,300.4,8.8,D,0
-37.9244,-72.8093,310.7,1.3,1.1,2015-01-09,1511,Terra,MODIS,37,6.2,296.4,6.6,D,0
-37.9261,-72.7943,317.4,1.3,1.1,2015-01-09,1511,Terra,MODIS,66,6.2,298.1,13.7,D,0
-39.2835,-72.8731,310.3,1.3,1.1,2015-01-09,1511,Terra,MODIS,55,6.2,296,12,D,0
-39.9533,-73.5839,302.3,1.2,1.1,2015-01-09,1511,Terra,MODIS,36,6.2,290.7,5.4,D,0
-39.3696,-72.6257,310.2,1.3,1.1,2015-01-09,1511,Terra,MODIS,17,6.2,299,7.5,D,0
-39.2938,-72.2282,311.9,1.4,1.2,2015-01-09,1511,Terra,MODIS,32,6.2,297.5,9.7,D,0
